id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price_range,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
170,Sunny cozy room in Brklyn townhouse,177536,Tessa,Brooklyn,Bushwick,40.70641,-73.91765,Private room,5,50,2,47,6/19/2019,0.94,1,37
171,Room with a View,190409,Waundell,Bronx,Highbridge,40.83232,-73.93184,Private room,4,40,1,219,7/4/2019,2.04,3,353
172,Light+Open+Airy+Rustic+Modern Loft,193360,Young,Brooklyn,Williamsburg,40.71045,-73.9677,Entire home/apt,15,150,2,193,7/6/2016,1.78,1,177
173,West Inn 2 - East Village,72062,Bruce,Manhattan,East Village,40.72518,-73.98034,Private room,13,125,1,84,6/23/2019,0.78,4,310
174,Financial District Luxury Loft,193722,Coral,Manhattan,Financial District,40.70666,-74.01374,Entire home/apt,20,196,3,114,6/20/2019,1.06,1,0
175,BROOKLYN VICTORIAN STYLE SUITE.....,181376,Carol,Brooklyn,Fort Greene,40.69098,-73.97113,Private room,11,110,2,213,6/24/2019,2,2,321
176,Your own Lovely West Village Studio,193637,Sara,Manhattan,West Village,40.73756,-74.00405,Entire home/apt,17,170,3,86,6/1/2019,0.8,1,246
177,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,126607,Laurine,Manhattan,Harlem,40.81526,-73.94791,Entire home/apt,17,165,3,80,5/26/2019,0.75,3,231
178,Greenwich Village Stylish Apartment,201297,Myrna,Manhattan,West Village,40.73423,-74.0046,Entire home/apt,15,150,26,38,4/20/2016,0.36,1,225
179,Clean and Cozy Harlem Apartment,202249,Campbell,Manhattan,Harlem,40.82374,-73.9373,Entire home/apt,10,100,2,18,12/17/2018,1.79,1,0
180,"Fort Greene, Brooklyn: Center Bedroom",67778,Doug,Brooklyn,Fort Greene,40.68863,-73.97691,Private room,7,65,2,206,6/30/2019,1.92,2,0
181,Beautiful Queens Brownstone! - 5BR,204539,Mark,Queens,Ridgewood,40.70382,-73.89797,Entire home/apt,35,350,8,10,5/12/2019,0.11,5,365
182,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,40.80549,-73.95924,Private room,10,99,4,122,5/14/2019,1.18,2,233
183,Bright Spacious Luxury Condo,204724,Miyoung,Brooklyn,Williamsburg,40.71627,-73.9587,Entire home/apt,20,200,4,33,4/8/2019,0.58,1,1
184,Park Slope haven 15 mins from Soho,8198,Monica,Brooklyn,Park Slope,40.67994,-73.97863,Entire home/apt,15,150,5,52,6/5/2019,0.5,1,18
185,SAFE  AND BEAUTIFUL ACCOMODATION,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,Private room,9,90,3,126,5/19/2019,1.17,4,343
186,Large Room in private Brownstone in Park Slope,210746,Kathleen R.,Brooklyn,Prospect Heights,40.67868,-73.97307,Private room,12,120,3,51,6/24/2019,0.48,3,250
187,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",212722,Teresa,Manhattan,Upper East Side,40.76834,-73.95334,Private room,8,75,3,199,6/24/2019,1.85,1,326
188,"LARGE, COMFY 1BDR W/CHARACTER!!!",214148,Robert,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,18,175,26,30,9/3/2012,0.29,1,364
189,Chelsea Studio sublet 1 - 2 months,214287,Alex,Manhattan,Chelsea,40.74031,-73.99999,Entire home/apt,13,125,3,3,7/17/2015,0.03,1,0
190,LUX APT IN TIMES SQUARE NEW BUILDING,218404,Claudia,Manhattan,Hell's Kitchen,40.76307,-73.99665,Entire home/apt,28,275,1,41,6/26/2019,0.38,1,299
191,Designer 1 BR Duplex w/ Terrace- Spectacular Views,221873,Shane,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,30,299,2,109,6/15/2019,1.04,1,207
192,Lovely Apt & Garden;  Legal;  Best Area; Amenities,9744,Laurie,Brooklyn,South Slope,40.6693,-73.98804,Entire home/apt,14,135,5,151,6/22/2019,1.43,3,162
193,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,Manhattan,Upper East Side,40.77333,-73.95199,Private room,13,130,14,0,,,2,0
194,Lower East Side $57~/night,236655,Erina,Manhattan,Lower East Side,40.72319,-73.99201,Private room,8,83,1,285,6/22/2019,2.69,1,7
195,Prime Location in Manhattan,237329,Lee,Manhattan,Chelsea,40.74859,-73.99671,Private room,12,123,1,375,6/18/2019,3.52,1,328
196,( F) Excellent/Pvt Rm,27848,Jullett,Queens,Jamaica,40.67252,-73.76597,Private room,6,55,2,52,5/20/2019,0.49,2,365
197,"Quiet, sunny Midtown Manhattan apt.",240360,Marlaine,Manhattan,Hell's Kitchen,40.76244,-73.99271,Entire home/apt,20,195,5,10,7/1/2019,1.01,1,0
198,Big Room/Washer-Dryer/Wifi/AC/JMZ,247432,Charlotte,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,Private room,8,80,2,11,11/13/2017,0.48,1,0
199,cozy studio with parking spot,204539,Mark,Queens,Middle Village,40.71722,-73.87856,Entire home/apt,10,98,30,33,5/9/2015,0.31,5,240
200,Clean and convenient 2BR apartment,204539,Mark,Queens,Ridgewood,40.70234,-73.89816,Private room,14,140,7,6,10/8/2015,0.06,5,365
201,3 floors of luxury!,204539,Mark,Queens,Middle Village,40.71546,-73.87854,Entire home/apt,27,265,7,38,4/27/2019,0.38,5,365
202,The Institute—Heart of Williamsburg,10889,Bob,Brooklyn,Williamsburg,40.7195,-73.95976,Entire home/apt,25,249,2,358,6/20/2019,3.44,2,164
203,MIDTOWN WEST - Large alcove studio,255583,Anka,Manhattan,Hell's Kitchen,40.76548,-73.98474,Shared room,11,105,6,10,1/7/2014,0.09,1,363
204,Beautiful Uptown Manhattan apartmnt,253385,Douglas,Manhattan,Harlem,40.80234,-73.95603,Private room,20,200,30,0,,,1,365
205,Sml Rm in pr Brst  Park Sl great for Med/students,210746,Kathleen R.,Brooklyn,Prospect Heights,40.6787,-73.97262,Private room,10,100,2,226,6/6/2019,2.12,3,250
206,City Room - Private Penthouse Apt.,256161,Wayne,Manhattan,Harlem,40.81035,-73.94598,Entire home/apt,12,121,1,104,6/22/2019,1,5,247
207,Cozy bedroom by Yankee Stadium,190409,Waundell,Bronx,Highbridge,40.83075,-73.93058,Private room,5,45,1,138,6/30/2019,1.45,3,323
208,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79958,-73.94275,Private room,10,100,5,204,6/23/2019,1.92,1,192
209,Private Garden Apt • New Renovation,260709,Paul,Brooklyn,Williamsburg,40.71625,-73.93845,Entire home/apt,14,140,2,253,7/2/2019,3.04,1,125
210,Modern comfort in art infused landmark Brownstone,262138,Tami,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,Private room,7,71,2,23,7/1/2019,0.22,1,91
211,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",88209,Jason,Manhattan,NoHo,40.72773,-73.99134,Private room,13,130,2,115,12/5/2018,1.17,1,75
212,Sleek & Comfortable Soho Apt,263414,Pete,Manhattan,West Village,40.72861,-74.0049,Entire home/apt,20,199,5,129,5/19/2019,1.22,1,286
213,Spacious Williamsburg Share w/ LOFT BED,168525,Gus,Brooklyn,Williamsburg,40.70979,-73.95162,Private room,7,69,4,82,6/10/2019,1.13,2,60
214,Cozy 2 br in sunny Fort Greene apt,264928,Sally,Brooklyn,Fort Greene,40.68656,-73.97525,Private room,7,68,3,37,12/31/2018,0.35,1,0
215,Cozy East Village Railroad 1 Bed!,267593,Leonardo,Manhattan,East Village,40.72752,-73.98432,Entire home/apt,13,130,1,204,7/1/2019,2.04,1,192
216,1 Bedroom Loft w/ Private Roof Deck,268014,Alex,Brooklyn,Greenpoint,40.729,-73.95829,Entire home/apt,20,195,2,69,6/13/2019,0.65,1,58
217,City Room - Private & Comfy Bedroom,256161,Wayne,Manhattan,Harlem,40.81219,-73.94499,Private room,6,64,1,192,6/3/2019,1.84,5,245
218,Elegant NYC Pad,272006,Vasili,Queens,Ditmars Steinway,40.77185,-73.90502,Entire home/apt,14,140,2,17,6/17/2019,0.16,1,292
219,"Clean & bright 1BR in Cobble Hill, GREAT location!",199392,S.M.,Brooklyn,Cobble Hill,40.68926,-73.99386,Entire home/apt,16,159,2,222,6/24/2019,2.12,1,279
220,"Modern, Large East Village Loft",239208,Ori,Manhattan,East Village,40.72821,-73.98701,Entire home/apt,19,189,3,205,6/23/2019,1.96,1,0
221,"Great new apt, close to everything",274557,Ana,Manhattan,Hell's Kitchen,40.7672,-73.98508,Entire home/apt,25,250,3,94,6/9/2019,0.96,1,3
222,Quiet & Clean Retreat in the City,275459,I,Manhattan,East Village,40.73012,-73.99053,Entire home/apt,24,239,3,7,5/24/2019,0.07,1,351
223,Stylish Large Gramercy Loft!,275578,R,Manhattan,Flatiron District,40.7403,-73.98498,Entire home/apt,31,305,2,108,6/30/2019,1.09,1,201
224,The Brownstone-Luxury 1 Bd Apt/NYC,276291,Simon,Manhattan,Harlem,40.80931,-73.94343,Entire home/apt,16,155,3,222,6/26/2019,2.1,2,232
225,PRIVATE Room on Historic Sugar Hill,277379,Agnes,Manhattan,Harlem,40.8251,-73.94287,Private room,6,60,1,458,7/3/2019,4.58,2,258
226,South Slope Green,277394,Linda,Brooklyn,Windsor Terrace,40.6585,-73.98397,Private room,14,135,2,21,5/17/2019,0.26,1,272
227,"17 Flr. Manhattan Views, Nr. Subway",279797,Dave,Manhattan,Roosevelt Island,40.76193,-73.9501,Private room,12,120,7,17,5/8/2019,0.3,1,341
228,"Spacious 1BR, Adorable Clean Quiet",282927,Drica,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,15,150,3,41,1/2/2019,0.39,1,244
229,"Nice, clean, safe, convenient 3BR",204539,Mark,Queens,Ridgewood,40.70411,-73.89934,Entire home/apt,14,140,14,1,9/17/2012,0.01,5,365
230,Franklin St Flat in Trendy Greenpoint Brooklyn,274782,Betty,Brooklyn,Greenpoint,40.73401,-73.95967,Entire home/apt,14,135,2,69,5/19/2019,0.67,1,12
231,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084,Ricardo & Ashlie,Manhattan,Chinatown,40.71756,-73.99503,Entire home/apt,25,250,4,18,7/1/2019,0.18,2,265
232,One bedroom Apt. in NYC,288031,Leslie,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,25,250,30,82,1/5/2016,0.78,1,0
233,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,50,500,4,94,6/23/2019,0.99,1,329
234,Spacious Greenwich Village Apt,99212,Jessica,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,23,225,5,10,5/11/2019,0.1,1,91
235,SpaHa Studio Monthly Rental,292204,Blanca,Manhattan,East Harlem,40.79163,-73.94573,Entire home/apt,13,125,28,183,9/29/2018,1.83,2,365
236,City Room - Private Luxury Suite,256161,Wayne,Manhattan,Harlem,40.8118,-73.94434,Private room,9,92,1,189,6/11/2019,1.82,5,253
237,Private Room/bath Luxurious Harlem,249372,Cynthia,Manhattan,Harlem,40.81583,-73.94707,Private room,18,175,2,1,10/7/2018,0.11,1,365
238,The gem of the East Village,292630,Mich,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,10,99,2,127,6/20/2019,1.22,1,320
239,"Bright and spacious, garden below!",293394,Rachel,Manhattan,Upper West Side,40.80021,-73.96071,Entire home/apt,20,195,4,4,8/25/2017,0.04,1,0
240,ACCOMMODATIONS GALORE #2,126607,Laurine,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,14,140,3,135,6/20/2019,1.3,3,192
241,Colorful Private One Bedroom Apt,295760,Greta,Manhattan,Little Italy,40.71961,-73.9954,Entire home/apt,14,135,2,21,12/12/2015,0.2,1,0
242,Huge Chelsea Loft,291112,Frank,Manhattan,Chelsea,40.74358,-74.00027,Entire home/apt,50,500,2,35,7/27/2017,0.34,1,348
243,Great room in great location,297176,Bethania,Manhattan,Harlem,40.80335,-73.9575,Private room,8,80,14,10,6/1/2019,2.21,2,0
244,Exclusive Room with Private Bath in  LES,297769,Tunji,Manhattan,Chinatown,40.71445,-73.9908,Private room,12,120,4,171,6/23/2019,1.8,2,353
245,"Quiet, clean midtown apt w. elevato",23619,Anna/Fonzy,Manhattan,Midtown,40.75749,-73.96897,Entire home/apt,11,110,200,92,4/30/2019,0.9,1,140
246,BK Sweet Suite w/Kitchen&FullBath,281764,Colette&Sean,Brooklyn,East Flatbush,40.64446,-73.9503,Entire home/apt,7,65,3,238,6/14/2019,2.3,1,2
247,Great East Village Apartment Rental,303882,Brie,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,13,130,50,56,5/26/2019,0.58,1,56
248,BROWNSTONE SUNDRENCHED BEAUTY,197755,Sheila,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,10,99,3,111,6/22/2019,2.13,1,68
249,A SpeciaL!! Private Room in NY,303939,Lissette,Staten Island,Tompkinsville,40.63536,-74.08537,Private room,4,36,2,193,6/25/2019,1.85,6,360
250,B NYC Staten Alternative...,303939,Lissette,Staten Island,Tompkinsville,40.63627,-74.08543,Private room,4,37,2,147,6/10/2019,1.44,6,0
251,C Private Room By The Ferry,303939,Lissette,Staten Island,Tompkinsville,40.63518,-74.08546,Private room,4,37,2,177,7/2/2019,1.71,6,320
252,Smallest House In The Village,306545,Olivia,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,18,175,3,185,5/24/2019,1.78,2,326
253,Beautiful modern studio apartment in heart of NYC,306605,Daniel,Manhattan,Chelsea,40.74238,-73.99567,Entire home/apt,21,205,9,62,6/21/2019,0.7,2,76
254,Beautiful Landmarked Duplex,306739,Maya,Brooklyn,Greenpoint,40.72945,-73.95511,Entire home/apt,29,285,3,124,6/16/2019,1.22,3,279
255,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,308875,Scott,Brooklyn,Williamsburg,40.70763,-73.95177,Private room,6,59,2,181,6/23/2019,1.77,2,15
256,D Private Che@p Room 2 Explore NYC,303939,Lissette,Staten Island,Tompkinsville,40.63481,-74.08519,Private room,4,36,2,333,7/2/2019,3.19,6,340
257,Safe cute near subway& Manhattan NY NY retro style,307962,Dennis & Naoko,Queens,Astoria,40.75384,-73.91433,Entire home/apt,10,99,5,441,6/24/2019,4.5,1,226
258,Large and Cozy Private Bedroom,308652,Antonín,Brooklyn,Kensington,40.64106,-73.97426,Private room,4,39,1,45,5/16/2019,0.46,2,365
259,Small tidy bedroom in duplex,310458,Emily,Brooklyn,Park Slope,40.66793,-73.98327,Private room,6,60,14,9,8/29/2016,0.09,2,0
260,LL3,295128,Carol Gloria,Bronx,Clason Point,40.81309,-73.85514,Private room,9,90,2,0,,,7,349
261,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,310670,Vie,Bronx,Eastchester,40.88057,-73.83572,Entire home/apt,11,105,2,38,6/27/2019,0.5,13,365
262,"Private, Large & Sunny Top Floor Apt  w/W&D",170510,Renée,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,Entire home/apt,14,135,2,248,6/25/2019,2.39,2,11
263,Cottage in the Village,306545,Olivia,Manhattan,East Village,40.72185,-73.98246,Entire home/apt,39,390,5,143,6/19/2019,1.38,2,316
264,BEDROOM1 FOR RENT 10min from Manhan,311286,Helene,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,Private room,7,70,3,36,8/19/2018,0.41,4,281
265,"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",312288,Paula,Manhattan,Inwood,40.86648,-73.9263,Private room,8,75,7,0,,,2,323
266,Williamsburg near soho. / loftbed,312722,Kristian & Di,Brooklyn,Williamsburg,40.7069,-73.95467,Private room,6,60,17,14,1/7/2019,0.14,4,362
267,Prime East Village 1 Bedroom,146944,David,Manhattan,East Village,40.72807,-73.98594,Entire home/apt,20,200,3,0,,,1,0
268,BROOKLYN  STUDIO APARTMENT,313317,Niya,Brooklyn,Crown Heights,40.6778,-73.94339,Private room,10,100,3,279,6/24/2019,2.69,1,301
269,BEDROOM2 FOR RENT  10min from Manh,311286,Helene,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,Private room,7,70,4,18,1/2/2019,0.22,4,189
270,cozy bedroom in lovely garden apt,314256,Debbie,Brooklyn,Crown Heights,40.6761,-73.9529,Private room,11,110,6,50,5/26/2019,3.55,1,0
271,Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67586,-73.95155,Private room,6,60,2,227,6/27/2019,2.27,2,287
272,Amazing  Sunny & Breezy Home In the Heart of  NYC,7310,Tilly,Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,9,90,14,1,1/2/2019,0.16,1,14
273,ENJOY Downtown NYC!!,46978,Edward,Manhattan,East Village,40.72321,-73.98157,Private room,7,68,2,203,6/23/2019,1.96,2,86
274,Charming UWS Treehouse Apt,317809,Claire,Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,12,115,2,210,7/6/2019,2.1,1,261
275,Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,319092,Juhli,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,Private room,8,75,5,64,1/5/2019,0.67,1,68
276,"Room in S3rd/Bedford, Williamsburg",320422,Marlon,Brooklyn,Williamsburg,40.71368,-73.9626,Private room,6,60,3,0,,,1,0
277,CHARMING EAST VILLAGE 2 (or 1) BR,320450,Mary D,Manhattan,East Village,40.72956,-73.98158,Entire home/apt,13,129,7,5,1/3/2019,0.15,1,231
278,Farmhouse Apartment in Williamsburg,320761,Valerie,Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,13,130,10,49,6/29/2019,0.48,1,152
279,Bright+Spacious Williamsburg Abode!,320538,Larissa,Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,10,95,4,132,7/7/2019,1.27,1,46
280,"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",321756,Eric,Manhattan,Harlem,40.82888,-73.94307,Private room,8,75,3,20,1/2/2019,0.26,1,364
281,Beautiful 1 Bedroom Apt Park Slope,321934,Jessica,Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,18,175,2,11,5/2/2013,0.11,1,246
282,CHARMING CARROLL GARDENS APT.,322884,Melissa,Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,19,190,3,51,7/1/2019,0.57,1,288
283,Private Bedroom Brownstone Brooklyn,322716,Alex,Brooklyn,Crown Heights,40.6715,-73.94808,Private room,5,49,21,15,6/30/2019,0.15,5,331
284,East Village Loft with Piano & Patio,324460,Samir,Manhattan,East Village,40.72681,-73.98534,Entire home/apt,21,212,3,67,6/25/2019,1.31,1,51
285,Lower East Side Magic Room,314941,Tony,Manhattan,Lower East Side,40.71904,-73.99392,Private room,10,95,1,109,6/23/2019,1.11,3,364
286,**Fantastic Williamsburg Apt**,325389,Luis Fernando,Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,14,140,2,9,2/16/2019,0.11,1,254
287,West Harlem Home Base - Eco-Apt.,136227,Henning,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,14,135,6,187,6/23/2019,1.87,1,189
288,Charming Garden Apt in Park Slope,327673,Stefano,Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,15,150,2,214,6/23/2019,2.08,2,263
289,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,19,190,3,69,7/1/2019,0.79,2,258
290,Central Park 1BR sunny condo,101597,Per,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,12,124,28,22,6/15/2019,0.26,1,103
291,Cozy Garden Apartment  in Williamsburg,330347,Adrienne,Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,14,135,30,56,5/6/2019,0.56,1,42
292,SoHa comfort-by NW Central Park!,332189,Elise,Manhattan,Morningside Heights,40.80393,-73.95838,Private room,12,122,3,93,6/22/2019,0.93,1,246
293,Cozy room in Upper West Side,323517,Deda,Manhattan,Upper West Side,40.80082,-73.9652,Private room,11,109,1,104,6/25/2019,1.05,2,364
294,Cozy Private Room in Apartment,338454,Share,Manhattan,Harlem,40.82976,-73.94867,Private room,9,85,30,64,7/6/2018,0.68,1,318
295,The Cozy Brownstone Inn (discount)!,240427,Naimah,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,15,145,3,127,6/24/2019,1.25,2,72
296,Prewar Penthouse w Private Terrace,342054,Violetta,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,20,195,11,30,6/13/2019,0.32,1,249
297,Designer 2.5 BR Loft in Carroll Gardens by Subway,282655,Jenna,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,25,250,2,106,6/27/2019,1.34,3,272
298,Bright Beautiful Brooklyn,343250,Jason,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,13,125,3,6,11/13/2016,0.1,1,325
299,Unique spacious loft on the Bowery,281229,Alicia,Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,58,575,2,191,6/20/2019,1.88,1,298
300,"Nice renovated apt, prime location!",352168,Silvia,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,15,150,30,48,6/11/2019,0.55,1,35
301,Brooklyn Writer's Nook,155689,Joab,Brooklyn,Bushwick,40.70514,-73.91922,Private room,7,70,5,47,6/29/2019,0.49,1,203
302,Private Bedroom in Large NYC Apartment,353965,Mary And Geoff,Manhattan,Inwood,40.86713,-73.92811,Private room,9,90,2,120,6/30/2019,1.27,1,132
303,"Large, Sunny Room East Village NYC",354330,Eyal,Manhattan,East Village,40.73198,-73.98881,Private room,7,65,3,52,1/10/2019,0.63,1,5
304,Great Large 3 BR/2 Bath Duplex with Private Patio!,72062,Bruce,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,50,500,2,48,6/16/2019,0.48,4,297
305,All That Jazz. Uptown style on Sugar Hill.,361855,Kurt,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,25,250,3,32,5/24/2019,0.43,2,276
306,Bright and lovely 1 bdrm apt in LES,363834,Jennifer,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,13,125,25,43,6/17/2019,0.42,1,102
307,Beautiful One Bed West Village - 4 Month Special,364955,Ruperto,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,20,200,30,39,6/25/2019,0.44,1,251
308,Gigantic Private Brooklyn Loft!,365153,Ben,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,23,229,1,50,5/13/2014,0.5,1,188
309,Condo Apartment with laundry in unit,369015,Thai,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,9,90,30,4,1/2/2019,0.35,2,346
310,1BR: See Central Park from Terrace!,373085,Hudson,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,11,110,13,38,2/15/2019,0.39,1,0
311,Private room in cozy Greenpoint,340692,Vanessa,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,6,59,3,29,6/16/2019,0.36,1,15
312,Food & Music Dream Apartment in Williamsburg,211877,Daniel,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,20,195,4,59,6/23/2019,0.6,1,71
313,French Garden cottage off Bedford,389924,Patty,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,17,169,1,68,6/7/2019,0.67,2,215
314,Alcove Studio w/ outdoor Patio Deck,331328,Amir,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,11,113,14,26,11/25/2015,0.27,3,253
315,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,391325,G & S,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,25,250,14,31,8/22/2012,0.31,1,78
316,One Bedroom Mini studio - Free WIFI,265109,Nazleen,Queens,Astoria,40.77635,-73.93426,Entire home/apt,12,115,2,198,5/31/2019,2.01,1,257
317,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,Allison,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,6,55,2,1,3/28/2011,0.01,1,0
318,BROOKLYN > Guest Room w/ King Bed in Williamsburg,308875,Scott,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,7,69,2,220,6/22/2019,2.17,2,8
319,Bright Cozy Chinatown Studio Apt.,401696,Patricia,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,15,150,3,286,6/27/2019,2.81,1,191
320,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,118971,Evelyn,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,17,169,2,398,6/28/2019,3.97,3,182
321,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,18,179,3,36,7/1/2019,0.36,28,79
